City,Cuisines, Average Rating City-Cuisine Pair , Total Votes for a City-Cuisine Pair ,,
Albany,"Coffee and Tea, Sandwich", -   , 1.00 ,,
New Delhi,"Street Food, Chinese, North Indian, Mithai", -   , -   ,,
New Delhi,"Seafood, Continental, European", -   , 2.00 ,,
Noida,"Cafe, Italian, Continental, Chinese", -   , -   ,,
New Delhi,"North Indian, Chinese, Fast Food, Cafe", -   , -   ,,
New Delhi,Rajasthani, -   , 1.00 ,,
Chandigarh,"North Indian, Continental, Asian", -   , 2.00 ,,
New Delhi,"Mughlai, Fast Food, North Indian", -   , -   ,,
Ahmedabad,"Cafe, American, Continental, Armenian, Fast Food", -   , -   ,,
Tampa Bay,"Italian, Deli", -   , -   ,,
Birmingham,"Indian, South Indian", -   , 1.00 ,,
Tampa Bay,"Desserts, Bar Food", -   , -   ,,
Faridabad,"North Indian, South Indian, Chinese, Fast Food", -   , 1.00 ,,
Faridabad,"North Indian, South Indian, Chinese, Fast Food", -   , 1.00 ,,
Pensacola,"Asian, Vietnamese", -   , 3.00 ,,
New Delhi,"Continental, Fast Food", -   , -   ,,
Auckland,"Seafood, Kiwi", -   , 3.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Fast Food, Chinese, Bakery", -   , 1.00 ,,
New Delhi,"Fast Food, Chinese, Bakery", -   , 1.00 ,,
New Delhi,"Fast Food, Chinese, Bakery", -   , 1.00 ,,
Ghaziabad,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts", -   , 1.00 ,,
Dehradun,"Cafe, Chinese", -   , -   ,,
Abu Dhabi,"Filipino, Japanese, Asian", -   , 1.00 ,,
Dubai,"American, Burger", -   , 1.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Kashmiri, North Indian", -   , -   ,,
New Delhi,"North Indian, Chinese, South Indian, Street Food, Mithai", -   , 3.00 ,,
Abu Dhabi,"Lebanese, Arabian, Middle Eastern", -   , 3.00 ,,
New Delhi,"Kerala, South Indian", -   , 2.00 ,,
New Delhi,"Kerala, South Indian", -   , 2.00 ,,
Orlando,"American, Breakfast, Vegetarian", -   , -   ,,
Gurgaon,"Finger Food, American, Continental, North Indian, Italian", -   , 2.00 ,,
New Delhi,"North Indian, Italian, Fast Food", -   , -   ,,
New Delhi,"North Indian, Italian, Fast Food", -   , -   ,,
Gurgaon,"Street Food, Fast Food", -   , -   ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
Gurgaon,"Chinese, Street Food", 3.30 , 7.00 ,,
New Delhi,Afghani, 3.20 , 11.00 ,,
New Delhi,Afghani, 3.20 , 11.00 ,,
Gurgaon,"North Indian, Chinese, Fast Food", -   , -   ,,
Gurgaon,"North Indian, Chinese, Fast Food", -   , -   ,,
Gurgaon,"North Indian, Chinese, Fast Food", -   , -   ,,
Gurgaon,"North Indian, Chinese, Fast Food", -   , -   ,,
Gurgaon,"North Indian, Chinese, Fast Food", -   , -   ,,
Gurgaon,"North Indian, Chinese, Fast Food", -   , -   ,,
Gurgaon,"North Indian, Chinese, Fast Food", -   , -   ,,
Gurgaon,"North Indian, Chinese, Fast Food", -   , -   ,,
Gurgaon,"North Indian, Chinese, Fast Food", -   , -   ,,
Gurgaon,"North Indian, Chinese, Fast Food", -   , -   ,,
Gurgaon,"North Indian, Chinese, Fast Food", -   , -   ,,
Gurgaon,"North Indian, Chinese, Fast Food", -   , -   ,,
Gurgaon,"North Indian, Chinese, Fast Food", -   , -   ,,
Macon,"Desserts, Greek, Sandwich", 2.80 , 9.00 ,,
Gurgaon,"Mithai, Street Food, South Indian, Chinese, North Indian", 3.10 , 8.00 ,,
Agra,"North Indian, Fast Food", 3.00 , 11.00 ,,
New Delhi,"North Indian, Continental, Italian, Thai, Chinese", 3.40 , 17.00 ,,
Gurgaon,Bengali, 3.20 , 4.00 ,,
Bangalore,"North Indian, European, Mediterranean", 3.00 , 9.00 ,,
New Delhi,"Finger Food, Continental, North Indian, Chinese", 2.60 , 8.00 ,,
Gurgaon,"Mithai, Bakery, Street Food", 3.10 , 7.00 ,,
Gurgaon,"Bakery, Mithai, Fast Food", 3.30 , 61.00 ,,
Noida,"Bakery, North Indian", 3.00 , 13.00 ,,
Manchester,"British, Contemporary", 2.90 , 7.00 ,,
Nashik,"North Indian, Chinese", 3.40 , 31.00 ,,
Indore,"Cafe, Fast Food", 3.00 , 8.00 ,,
Indore,"Cafe, Fast Food", 3.00 , 8.00 ,,
Brasí_lia,Bakery, 2.80 , 34.00 ,,
Rest of Hawaii,Burger, 3.30 , 29.00 ,,
Gurgaon,"Desserts, Ice Cream", 2.80 , 7.00 ,,
New Delhi,"Desserts, Bakery, Pizza, Burger, Continental", 2.70 , 25.00 ,,
New Delhi,"Burger, Fast Food, Chinese, Bakery", 3.40 , 31.00 ,,
Noida,"Asian, Continental, Italian, North Indian", 3.10 , 7.00 ,,
Lucknow,"Mughlai, Lucknowi", 3.10 , 10.00 ,,
New Delhi,"Asian, North Indian, Continental", 3.80 , 70.00 ,,
Doha,Steak, 3.80 , 270.00 ,,
Dubuque,Breakfast, 3.70 , 40.00 ,,
New Delhi,"Cafe, Continental, Italian, Mexican, Chinese, American", 3.50 , 54.00 ,,
Inner City,Tapas, -   , -   ,,
New Delhi,"Chinese, Thai, Seafood, Naga", -   , -   ,,
New Delhi,"Continental, Italian", -   , -   ,,
New Delhi,"Continental, Italian", -   , -   ,,
New Delhi,"Continental, Italian", -   , -   ,,
New Delhi,"Continental, Italian", -   , -   ,,
New Delhi,"Continental, Italian", -   , -   ,,
New Delhi,"Continental, Italian", -   , -   ,,
New Delhi,"Continental, Italian", -   , -   ,,
Rest of Hawaii,"Breakfast, Burger", 3.80 , 273.00 ,,
ÛÁstanbul,"Desserts, Bí_rek", 4.00 , 189.00 ,,
Pensacola,"Breakfast, Burger", 3.50 , 26.00 ,,
Faridabad,"Chinese, Fast Food", 3.10 , 15.00 ,,
Faridabad,"Chinese, Fast Food", 3.10 , 15.00 ,,
Faridabad,"Chinese, Fast Food", 3.10 , 15.00 ,,
Faridabad,"Chinese, Fast Food", 3.10 , 15.00 ,,
Dehradun,"North Indian, Chinese, Continental", 3.20 , 15.00 ,,
Bhubaneshwar,"North Indian, Chinese", 2.60 , 32.00 ,,
New Delhi,"Street Food, South Indian, Chinese", 3.00 , 7.00 ,,
Pocatello,"American, Greek", 2.90 , 49.00 ,,
Bhopal,"Italian, Mexican, Chinese", 3.10 , 12.00 ,,
Aurangabad,"Italian, Fast Food, North Indian, Chinese", 2.60 , 26.00 ,,
New Delhi,"Malaysian, Thai, Kerala, Vietnamese, Sri Lankan", 2.50 , 55.00 ,,
Pretoria,Indian, 3.20 , 18.00 ,,
New Delhi,"Bengali, North Indian, Chinese", 3.40 , 98.00 ,,
New Delhi,"Cafe, Fast Food, Continental", 3.10 , 8.00 ,,
New Delhi,"Cafe, Italian, Lebanese, Continental, Mediterranean", 2.90 , 6.00 ,,
Ghaziabad,Bakery, 3.10 , 11.00 ,,
New Delhi,"North Indian, Chinese, South Indian, Mithai", 3.10 , 10.00 ,,
Gainesville,"Bar Food, Seafood, Vegetarian", 3.60 , 26.00 ,,
Augusta,Steak, 3.50 , 14.00 ,,
Noida,"European, North Indian, Chinese", 3.80 , 330.00 ,,
Columbus,"Japanese, Steak", 3.80 , 25.00 ,,
New Delhi,"Fast Food, North Indian, Chinese, South Indian, Ice Cream", 3.70 , 393.00 ,,
Gurgaon,"Continental, Chinese, North Indian, Mughlai", 3.90 , 200.00 ,,
Dubai,Indian, 3.50 , 148.00 ,,
Dubai,Indian, 3.50 , 148.00 ,,
Dubai,Indian, 3.50 , 148.00 ,,
Davenport,"American, Breakfast, Greek", -   , 2.00 ,,
New Delhi,"South Indian, Pizza, Chinese", 4.10 , 665.00 ,,
Taguig City,"American, Asian, Italian, Seafood", 4.10 , 278.00 ,,
Noida,"Bakery, Fast Food, Desserts", 4.10 ," 3,495.00 ",,
Noida,"Juices, Beverages, Fast Food", 2.80 , 8.00 ,,
New Delhi,"North Indian, Mughlai, Lebanese", 3.00 , 63.00 ,,
Gainesville,Southern, 3.30 , 13.00 ,,
Sharjah,Cafe, 2.70 , 19.00 ,,
New Delhi,"Lebanese, Mediterranean, Arabian", 3.10 , 55.00 ,,
Cochrane,"Asian, Japanese", 2.90 , 13.00 ,,
Noida,"Chinese, North Indian, Fast Food", 2.90 , 7.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
Cedar Rapids/Iowa City,"Mediterranean, Tapas, Vegetarian", -   , 2.00 ,,
Noida,"North Indian, Chinese, South Indian, Mithai", -   , -   ,,
Noida,"North Indian, Chinese, South Indian, Mithai", -   , -   ,,
Gurgaon,"Healthy Food, North Indian, Beverages", -   , 2.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
Faridabad,"Desserts, Ice Cream", -   , -   ,,
Bhubaneshwar,"Mughlai, Chinese, North Indian", -   , -   ,,
Bangalore,"Continental, Italian, North Indian", -   , -   ,,
New Delhi,Tibetan, -   , 1.00 ,,
New Delhi,Tibetan, -   , 1.00 ,,
New Delhi,"North Indian, Mughlai, Chinese, Fast Food", -   , -   ,,
New Delhi,"North Indian, Mughlai, Chinese, Fast Food", -   , -   ,,
Gurgaon,"Biryani, Lucknowi, North Indian", -   , -   ,,
Gurgaon,"Chinese, Continental, North Indian", -   , -   ,,
Noida,"North Indian, South Indian, Chinese, Mithai", -   , -   ,,
New Delhi,"Burger, Pizza, Fast Food", -   , -   ,,
New Delhi,"Fast Food, Desserts, Beverages", -   , 2.00 ,,
Aurangabad,"Juices, Desserts", -   , -   ,,
Sharjah,"Pakistani, Indian, Mughlai", -   , 2.00 ,,
Gurgaon,"Burmese, Chinese, Japanese, Malaysian, Thai", -   , 1.00 ,,
New Delhi,"Continental, Italian, American, North Indian", -   , -   ,,
Sharjah,"African, Portuguese", -   , -   ,,
Mumbai,"Cafe, Continental, North Indian, Italian, Chinese, Bakery, Desserts, Finger Food", -   , -   ,,
Sandton,"European, South African", -   , 3.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese, South Indian", -   , 3.00 ,,
New Delhi,"Italian, Continental, Finger Food", -   , -   ,,
New Delhi,"Mithai, North Indian, South Indian, Street Food", -   , -   ,,
New Delhi,"Mithai, North Indian, South Indian, Street Food", -   , -   ,,
Gurgaon,"Chinese, Mexican, Fast Food, Continental", -   , 2.00 ,,
Pocatello,"Indian, Persian", -   , -   ,,
New Delhi,"Fast Food, Burger", -   , -   ,,
New Delhi,"Fast Food, Burger", -   , -   ,,
New Delhi,"Fast Food, Burger", -   , -   ,,
New Delhi,"Fast Food, Burger", -   , -   ,,
New Delhi,"Cafe, Continental, Chinese", -   , 1.00 ,,
New Delhi,"Cafe, Continental, Chinese", -   , 1.00 ,,
New Delhi,"Italian, Mediterranean", -   , 1.00 ,,
Gurgaon,"Tea, Fast Food", -   , 1.00 ,,
Amritsar,"North Indian, Mughlai", -   , 2.00 ,,
Faridabad,"North Indian, Chinese, Italian, Fast Food", -   , -   ,,
Gurgaon,"Street Food, Mithai, North Indian, South Indian, Chinese", -   , -   ,,
Kochi,"Chinese, Continental", -   , -   ,,
Vizag,"South Indian, North Indian", -   , -   ,,
Allahabad,"Desserts, Fast Food", -   , 1.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
Pune,"North Indian, Mediterranean, Chinese", -   , -   ,,
Birmingham,"Pakistani, Indian", -   , 1.00 ,,
Gurgaon,"North Indian, Street Food, Mithai", -   , -   ,,
Gurgaon,"North Indian, Street Food, Mithai", -   , -   ,,
Jakarta,"Seafood, Western", -   , 3.00 ,,
New Delhi,"Continental, Italian, Asian, Indian", -   , -   ,,
Dubuque,Italian, -   , -   ,,
Cedar Rapids/Iowa City,BBQ, -   , -   ,,
Augusta,American, -   , -   ,,
Kanpur,"Finger Food, North Indian, Continental, Italian, Mediterranean", -   , -   ,,
New Delhi,"North Indian, Fast Food, Chinese, South Indian", -   , -   ,,
Waterloo,Desserts, -   , -   ,,
Surat,"Cafe, Continental", -   , -   ,,
Gurgaon,"Chinese, Thai", -   , -   ,,
Gurgaon,"Chinese, Thai", -   , -   ,,
Gurgaon,"Chinese, Thai", -   , -   ,,
Gurgaon,"Chinese, Thai", -   , -   ,,
Gurgaon,"Chinese, Thai", -   , -   ,,
Gurgaon,"Chinese, Thai", -   , -   ,,
Gurgaon,"Chinese, Thai", -   , -   ,,
Ranchi,"Cafe, Italian, Mexican, Chinese, North Indian", -   , 1.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"Fast Food, South Indian, Chinese", -   , 2.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
Noida,"Chinese, North Indian, Mughlai", -   , 3.00 ,,
Coimbatore,"Parsi, North Indian", -   , 3.00 ,,
New Delhi,"Japanese, Chinese, Malaysian, Thai, Vietnamese", -   , 2.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
New Delhi,"North Indian, Chinese", 3.20 , 19.00 ,,
Allahabad,"Fast Food, American, Salad, Healthy Food", -   , 1.00 ,,
Noida,"North Indian, South Indian, Chinese, Fast Food", -   , 2.00 ,,
Gurgaon,"Mithai, North Indian, South Indian, Chinese", -   , -   ,,
Dubai,"Continental, Indian", -   , -   ,,
Noida,"North Indian, Mughlai, Italian, Chinese", -   , 2.00 ,,
New Delhi,"Continental, Chinese, Italian, Cafe", -   , 1.00 ,,
Gurgaon,"Continental, Asian, North Indian, Italian", -   , -   ,,
Pasig City,"American, Ice Cream, Desserts", -   , -   ,,
Mumbai,"Bakery, Desserts, Cafe", -   , -   ,,
New Delhi,"Mediterranean, Italian, Continental, Spanish, North Indian", -   , -   ,,
Sí£o Paulo,"Brazilian, Mineira", -   , 1.00 ,,
New Delhi,"North Indian, Continental, Chinese, Italian", -   , -   ,,
New Delhi,"North Indian, Continental, Chinese, Italian", -   , -   ,,
New Delhi,"North Indian, Continental, Chinese, Italian", -   , -   ,,
New Delhi,"Cafe, North Indian, Italian, Japanese, Fast Food", -   , 2.00 ,,
Pune,"Italian, German, Continental", -   , -   ,,
Gurgaon,"Biryani, North Indian, Hyderabadi", -   , -   ,,
Patna,"South Indian, Fast Food", -   , -   ,,
New Delhi,"South Indian, North Indian, Chinese, Fast Food, Street Food, Mithai", -   , -   ,,
Singapore,Italian, -   , -   ,,
Bhopal,Bakery, -   , -   ,,
Goa,"North Indian, Continental, Chinese, Seafood", -   , -   ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
Faridabad,"North Indian, Chinese", -   , 1.00 ,,
