City,Cuisines, Average Rating City-Cuisine Pair , Total Votes for a City-Cuisine Pair ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
Vizag,"Andhra, North Indian, Chinese", -   , 1.00 ,,
Boise,"Italian, Pizza", -   , 2.00 ,,
New Delhi,"North Indian, Beverages", -   , -   ,,
Dubuque,"Japanese, Steak, Sushi", -   , -   ,,
New Delhi,"Finger Food, North Indian, Chinese", -   , -   ,,
Kolkata,"North Indian, Chinese, Mexican, Italian", -   , 1.00 ,,
New Delhi,"Chinese, North Indian, Thai", -   , -   ,,
New Delhi,"North Indian, Street Food, South Indian, Fast Food, Chinese", -   , -   ,,
Des Moines,"BBQ, Burger, Desserts", -   , -   ,,
New Delhi,"Nepalese, Tibetan", -   , -   ,,
New Delhi,"Mithai, North Indian, South Indian, Chinese, Bakery", -   , -   ,,
Patna,"North Indian, Fast Food", -   , -   ,,
New Delhi,"North Indian, European, South Indian", -   , -   ,,
Gurgaon,"Chinese, North Indian, Mughlai", -   , -   ,,
Faridabad,"North Indian, Chinese, Continental", -   , 2.00 ,,
Faridabad,"North Indian, Chinese, Continental", -   , 2.00 ,,
Faridabad,"North Indian, Chinese, Continental", -   , 2.00 ,,
Faridabad,"North Indian, Chinese, Continental", -   , 2.00 ,,
New Delhi,Parsi, -   , -   ,,
New Delhi,Parsi, -   , -   ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,Fast Food, 3.80 , 79.00 ,,
New Delhi,"Bakery, Desserts, Fast Food, Pizza, Burger, Continental", 3.80 ," 1,347.00 ",,
Abu Dhabi,Asian, 3.90 , 555.00 ,,
New Delhi,"Pizza, Ice Cream", 3.90 , 299.00 ,,
New Delhi,"Finger Food, Italian", 3.90 , 291.00 ,,
Noida,"Salad, Continental", 3.50 , 19.00 ,,
Noida,"North Indian, European, Asian, Mediterranean", 3.90 , 303.00 ,,
Lucknow,"Cafe, Italian", -   , 1.00 ,,
Mangalore,"North Indian, Mughlai", -   , -   ,,
Faridabad,"North Indian, South Indian, Fast Food, Street Food, Mithai", -   , -   ,,
New Delhi,"Seafood, North Indian", -   , 2.00 ,,
New Delhi,"Seafood, North Indian", -   , 2.00 ,,
Goa,"Italian, Continental, Goan", 4.20 , 361.00 ,,
Bhubaneshwar,"North Indian, Asian, European", 4.20 , 162.00 ,,
Boise,"American, Burger", 4.10 , 501.00 ,,
Boise,"American, Burger", 4.10 , 501.00 ,,
Gurgaon,"Italian, Mexican", 2.90 , 6.00 ,,
Pretoria,"Contemporary, Sushi, Grill, Italian, Steak", 3.00 , 15.00 ,,
Bangalore,"American, Burger, Cafe", 2.60 , 49.00 ,,
Noida,"North Indian, Chinese, Italian", 3.30 , 14.00 ,,
New Delhi,"Continental, Chinese, Thai, Mediterranean", 3.30 , 15.00 ,,
New Delhi,"North Indian, Fast Food, Bihari", 3.20 , 8.00 ,,
Agra,"North Indian, Chinese, Continental", 3.50 , 49.00 ,,
Agra,"North Indian, Chinese, Continental", 3.50 , 49.00 ,,
Gurgaon,"Continental, Italian, North Indian, American", 3.70 , 78.00 ,,
New Delhi,"American, Continental, Italian, Bakery", 3.80 , 170.00 ,,
Kochi,"Fast Food, Biryani", 3.80 , 80.00 ,,
Gurgaon,"Mughlai, Lucknowi, Awadhi", -   , 3.00 ,,
Gurgaon,"Mughlai, Lucknowi, Awadhi", -   , 3.00 ,,
Noida,"Raw Meats, Fast Food", 3.50 , 202.00 ,,
Noida,"Raw Meats, Fast Food", 3.50 , 202.00 ,,
Noida,"Raw Meats, Fast Food", 3.50 , 202.00 ,,
New Delhi,"Chinese, Thai, Seafood", 3.30 , 17.00 ,,
New Delhi,"Chinese, Thai, Seafood", 3.30 , 17.00 ,,
New Delhi,"Chinese, Thai, Seafood", 3.30 , 17.00 ,,
Kolkata,North Indian, 3.10 , 43.00 ,,
Dehradun,"Cafe, Chinese, Fast Food", 2.80 , 142.00 ,,
New Delhi,"Continental, North Indian, Italian, Asian", 3.20 , 23.00 ,,
New Delhi,"Continental, North Indian, Italian, Asian", 3.20 , 23.00 ,,
Noida,"North Indian, Asian, Continental", 2.70 , 13.00 ,,
Waterloo,Thai, 3.40 , 53.00 ,,
Noida,"Italian, Fast Food", 3.20 , 29.00 ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
Gurgaon,"North Indian, Italian, Chinese, American", -   , -   ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
Gurgaon,"Bakery, Cafe", -   , 1.00 ,,
Pune,"European, Desserts", -   , -   ,,
Ankara,"Patisserie, Coffee and Tea", -   , -   ,,
Kanpur,Fast Food, -   , 1.00 ,,
Gurgaon,"North Indian, Asian, European", -   , -   ,,
Gurgaon,"North Indian, Thai, Continental", -   , 2.00 ,,
New Delhi,"Chinese, Tibetan, Fast Food", -   , 1.00 ,,
Faridabad,"North Indian, Chinese, South Indian", -   , -   ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
New Delhi,"North Indian, Street Food", 3.80 , 414.00 ,,
New Delhi,"Goan, Seafood", 2.60 , 38.00 ,,
Mysore,Andhra, 2.80 , 9.00 ,,
Faridabad,"North Indian, Chinese, Italian", 2.90 , 7.00 ,,
Auckland,"Asian, Sushi, Seafood", 3.40 , 41.00 ,,
New Delhi,"Chinese, Seafood", 2.60 , 58.00 ,,
New Delhi,"Chinese, Seafood", 2.60 , 58.00 ,,
New Delhi,"Chinese, Seafood", 2.60 , 58.00 ,,
Noida,"Juices, Healthy Food", 3.10 , 100.00 ,,
Dalton,"Desserts, Sandwich", 3.20 , 22.00 ,,
Dalton,"Desserts, Sandwich", 3.20 , 22.00 ,,
Gainesville,"Italian, Pizza, Sandwich", 2.50 , 13.00 ,,
Pretoria,Mexican, 2.80 , 8.00 ,,
New Delhi,"Bakery, Desserts, Fast Food, Street Food, Chinese, Beverages", 3.20 , 8.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
New Delhi,Mughlai, 3.30 , 85.00 ,,
Gurgaon,"American, Continental, Burger", 3.50 , 97.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
Noida,"North Indian, Mughlai", 3.60 , 25.00 ,,
New Delhi,"North Indian, Indian", 3.20 , 71.00 ,,
New Delhi,"Mediterranean, Italian", 3.00 , 39.00 ,,
New Delhi,"Mediterranean, Italian", 3.00 , 39.00 ,,
Gurgaon,"North Indian, Mughlai, Fast Food", 2.90 , 10.00 ,,
London,French, 2.90 , 36.00 ,,
Ankara,"Cafe, Desserts", 3.30 , 36.00 ,,
Gurgaon,"Chinese, North Indian, Italian", 3.10 , 134.00 ,,
Gurgaon,"Chinese, North Indian, Italian", 3.10 , 134.00 ,,
New Delhi,"Cafe, Fast Food, Desserts", 2.90 , 90.00 ,,
New Delhi,"Cafe, Fast Food, Desserts", 2.90 , 90.00 ,,
New Delhi,"Mughlai, North Indian, Bengali, Continental", 2.70 , 47.00 ,,
Weirton,"Burger, Greek, Sandwich", 3.40 , 43.00 ,,
New Delhi,"American, Continental, North Indian, Chinese", 3.30 , 236.00 ,,
Faridabad,"Raw Meats, North Indian, Fast Food", 2.60 , 31.00 ,,
Sioux City,"American, Seafood, Steak", 2.50 , 38.00 ,,
Sioux City,"American, Seafood, Steak", 2.50 , 38.00 ,,
Gurgaon,"North Indian, Mughlai, Asian, Continental", 2.80 , 9.00 ,,
New Delhi,Nepalese, 3.30 , 70.00 ,,
New Delhi,Nepalese, 3.30 , 70.00 ,,
New Delhi,Nepalese, 3.30 , 70.00 ,,
Hyderabad,"North Indian, Continental, Italian", 2.70 , 84.00 ,,
New Delhi,"Pizza, North Indian, Continental", 3.30 , 93.00 ,,
New Delhi,"Bakery, Fast Food, Pizza", 3.40 , 44.00 ,,
New Delhi,"Bakery, Chinese, Fast Food", 3.00 , 27.00 ,,
New Delhi,"Bakery, Chinese, Fast Food", 3.00 , 27.00 ,,
New Delhi,"Bakery, Chinese, Fast Food", 3.00 , 27.00 ,,
Varanasi,North Indian, 3.20 , 30.00 ,,
Varanasi,North Indian, 3.20 , 30.00 ,,
New Delhi,"Bakery, Chinese", 3.60 , 179.00 ,,
New Delhi,"Bakery, Chinese", 3.60 , 179.00 ,,
New Delhi,"Bakery, Chinese", 3.60 , 179.00 ,,
New Delhi,"Bakery, Chinese", 3.60 , 179.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
Noida,"North Indian, Mughlai, Chinese", 3.50 , 26.00 ,,
New Delhi,"Continental, Asian, Sushi", 3.80 , 199.00 ,,
Colombo,"Continental, American, Seafood", 3.50 , 17.00 ,,
Des Moines,"American, Coffee and Tea", 3.60 , 34.00 ,,
Gurgaon,"Juices, Beverages, Healthy Food", 3.70 , 774.00 ,,
Sandton,Mexican, 3.80 , 256.00 ,,
Sandton,Mexican, 3.80 , 256.00 ,,
Rio de Janeiro,"Brazilian, Healthy Food, Juices, Pizza", 4.20 , 113.00 ,,
Gurgaon,"North Indian, Chinese, Mughlai", 4.00 , 79.00 ,,
Gurgaon,"North Indian, Chinese, Mughlai", 4.00 , 79.00 ,,
Gurgaon,"North Indian, Chinese, Mughlai", 4.00 , 79.00 ,,
Gurgaon,"North Indian, Chinese, Mughlai", 4.00 , 79.00 ,,
Gurgaon,"North Indian, Chinese, Mughlai", 4.00 , 79.00 ,,
Gurgaon,"North Indian, Chinese, Mughlai", 4.00 , 79.00 ,,
Gurgaon,"North Indian, Chinese, Mughlai", 4.00 , 79.00 ,,
New Delhi,"Seafood, Chinese, Japanese, Vietnamese, Asian, Thai", 3.30 , 13.00 ,,
New Delhi,"Thai, Chinese", 3.00 , 11.00 ,,
New Delhi,"Thai, Chinese", 3.00 , 11.00 ,,
Noida,"North Indian, Chinese, Thai, Continental", 3.20 , 11.00 ,,
Guwahati,"Chinese, Thai", 3.10 , 10.00 ,,
Birmingham,Thai, 2.60 , 49.00 ,,
New Delhi,"Continental, Italian, North Indian, Chinese", 2.80 , 15.00 ,,
Ludhiana,"North Indian, Chinese, Fast Food", 3.20 , 100.00 ,,
New Delhi,"North Indian, Chinese, Mughlai, Continental", 2.70 , 63.00 ,,
Pasig City,Filipino, 2.70 , 45.00 ,,
Mangalore,"South Indian, North Indian", 3.00 , 4.00 ,,
Noida,"American, Italian, North Indian, Chinese", 3.30 , 12.00 ,,
Kolkata,"Chinese, Cafe, North Indian, Desserts", 3.30 , 35.00 ,,
Kochi,"North Indian, Kerala, Chinese, Continental", 3.40 , 143.00 ,,
New Delhi,"North Indian, Mughlai, Chinese, Continental, Fast Food", 2.70 , 41.00 ,,
New Delhi,"European, Italian, Thai, Chinese, North Indian", 3.20 , 29.00 ,,
New Delhi,"American, Fast Food, Desserts", 3.30 , 13.00 ,,
New Delhi,"Fast Food, Mughlai", 3.20 , 16.00 ,,
Tanunda,"Modern Australian, Australian", 3.20 , 31.00 ,,
New Delhi,"North Indian, Italian, Mexican, Chettinad, Chinese, Lebanese", 2.70 , 46.00 ,,
Dubai,"International, Indian", 3.10 , 9.00 ,,
Varanasi,"Japanese, American, North Indian, Fast Food", 2.80 , 23.00 ,,
New Delhi,"North Indian, Street Food, Mughlai", 3.10 , 7.00 ,,
Faridabad,"North Indian, Seafood", 2.70 , 15.00 ,,
New Delhi,"Cafe, Continental, Chinese, Italian", 3.20 , 9.00 ,,
New Delhi,"Cafe, Continental, Chinese, Italian", 3.20 , 9.00 ,,
New Delhi,"North Indian, South Indian, Continental, Fast Food", 2.80 , 4.00 ,,
New Delhi,"North Indian, Italian, Continental, Asian", 3.20 , 74.00 ,,
Hyderabad,"Cafe, Continental, North Indian, Chinese", 3.00 , 5.00 ,,
Makati City,Japanese, 2.80 , 8.00 ,,
Kochi,"Kerala, South Indian", 3.20 , 50.00 ,,
Athens,"Desserts, Latin American, Argentine", 2.90 , 16.00 ,,
New Delhi,"Continental, North Indian, Italian", 3.00 , 20.00 ,,
New Delhi,"Continental, North Indian, Italian", 3.00 , 20.00 ,,
New Delhi,"Continental, North Indian, Italian", 3.00 , 20.00 ,,
New Delhi,"Continental, North Indian, Italian", 3.00 , 20.00 ,,
New Delhi,"Continental, North Indian, Italian", 3.00 , 20.00 ,,
Sioux City,Mexican, 3.50 , 98.00 ,,
Faridabad,"Ice Cream, Desserts, Beverages", 3.60 , 26.00 ,,
Noida,"Cafe, North Indian, Italian", 3.70 , 68.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
New Delhi,"North Indian, South Indian, Chinese", 3.60 , 283.00 ,,
Orlando,Caribbean, 2.60 , 15.00 ,,
Pretoria,"Cafe, Grill", 3.20 , 10.00 ,,
Gurgaon,Asian, 3.00 , 16.00 ,,
Gurgaon,Asian, 3.00 , 16.00 ,,
Noida,"North Indian, South Indian, Street Food", 3.10 , 8.00 ,,
Amritsar,Street Food, 2.70 , 18.00 ,,
Manchester,"American, Burger, Grill", 3.30 , 20.00 ,,
Gurgaon,"Continental, Italian, Pizza, Asian", 3.30 , 16.00 ,,
New Delhi,"Cafe, North Indian, Chinese", 3.40 , 39.00 ,,
New Delhi,"Cafe, North Indian, Chinese", 3.40 , 39.00 ,,
New Delhi,"Cafe, North Indian, Chinese", 3.40 , 39.00 ,,
New Delhi,"Cafe, North Indian, Chinese", 3.40 , 39.00 ,,
New Delhi,"Cafe, North Indian, Chinese", 3.40 , 39.00 ,,
Valdosta,Southern, 2.90 , 14.00 ,,
New Delhi,"Continental, Asian, North Indian", 3.00 , 4.00 ,,
Dubai,"Indian, Asian", 3.10 , 13.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"Pizza, Fast Food", 3.20 , 31.00 ,,
New Delhi,"South Indian, Chinese, Continental", -   , 1.00 ,,
New Delhi,"North Indian, Afghani", -   , -   ,,
Faridabad,"Burger, Desserts, Fast Food", -   , -   ,,
New Delhi,"North Indian, Fast Food, Afghani", -   , -   ,,
Gurgaon,Japanese, -   , -   ,,
Gurgaon,Japanese, -   , -   ,,
Gurgaon,Japanese, -   , -   ,,
Gurgaon,Japanese, -   , -   ,,
Gurgaon,Japanese, -   , -   ,,
Gurgaon,Japanese, -   , -   ,,
